fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_category
6.1,-1.2006450142332614,0.56,2.8,-3.101092789211817,47.0,179.0,0.9924,3.3,0.57,10.9,7,good
6.1,-1.2006450142332614,0.56,2.7,-3.0576076772720784,46.0,184.0,0.9924,3.31,0.57,10.9,6,good
6.5,-1.422958345491482,0.32,7.6,-3.2441936328524905,48.0,203.0,0.9958,3.45,0.54,9.7,7,good
8.2,-1.4653375684603434,0.4,1.2,-3.575550768806933,36.0,121.0,0.992,3.12,0.38,10.7,6,good
6.8,-1.6554818509355071,0.36,1.9,-3.324236340526027,30.0,96.0,0.9917,3.15,0.54,10.8,7,good
8.1,-1.2694006096483912,0.39,1.9,-3.506557897319982,18.0,79.0,0.9923,3.23,0.52,11.8,6,good
7.9,-1.5558971455060706,0.4,1.2,-3.2188758248682006,38.0,107.0,0.992,3.21,0.54,10.8,6,good
8.5,-1.5558971455060706,0.41,4.3,-3.2968373663379125,24.0,99.0,0.9947,3.18,0.53,9.7,6,good
8.1,-1.6044503709230613,0.4,2.0,-3.270169119255751,19.0,87.0,0.9921,3.12,0.54,11.2,6,good
6.3,-1.3625778345025745,0.37,1.1,-3.1941832122778293,37.0,114.0,0.9905,3.0,0.39,10.9,6,good
5.6,-1.8263509139976741,0.27,1.4,-3.101092789211817,53.0,168.0,0.9918,3.28,0.37,10.1,6,good
6.3,-1.07587280169862,0.33,4.6,-3.3524072174927233,19.0,80.0,0.9917,3.38,0.58,12.0,7,good
6.9,-1.3823023398503531,0.3,4.1,-2.900422093749666,23.0,116.0,0.994,2.99,0.38,9.4,6,good
7.9,-1.5095925774643841,0.38,8.0,-3.123565645063876,46.0,152.0,0.9934,3.12,0.32,11.5,7,good
7.6,-1.7092582477163114,0.46,10.2,-2.8824035882469876,58.0,135.0,0.9968,3.14,0.43,9.9,6,good
6.9,-1.3823023398503531,0.3,4.1,-2.900422093749666,23.0,116.0,0.994,2.99,0.38,9.4,6,good
8.2,-1.4653375684603434,0.4,7.5,-2.995732273553991,12.0,76.0,0.9966,3.06,0.84,9.7,6,good
7.4,-1.422958345491482,0.42,14.0,-2.703062659591171,48.0,198.0,0.9979,2.89,0.42,8.9,6,good
7.4,-1.422958345491482,0.42,14.0,-2.703062659591171,48.0,198.0,0.9979,2.89,0.42,8.9,6,good
6.1,-1.1363141558521213,0.24,1.5,-3.2968373663379125,38.0,124.0,0.9898,3.29,0.42,12.4,7,good
5.2,-0.818710403535291,0.04,1.4,-3.2968373663379125,43.0,119.0,0.9894,3.36,0.33,12.1,8,good
5.2,-0.818710403535291,0.04,1.4,-3.2968373663379125,43.0,119.0,0.9894,3.36,0.33,12.1,8,good
6.1,-1.1363141558521213,0.24,1.5,-3.2968373663379125,38.0,124.0,0.9898,3.29,0.42,12.4,7,good
7.4,-1.422958345491482,0.42,14.0,-2.703062659591171,48.0,198.0,0.9979,2.89,0.42,8.9,6,good
8.4,-1.305636458102436,0.46,8.7,-3.0159349808715104,39.0,197.0,0.9974,3.14,0.59,9.6,6,good
6.7,-0.7743572359854884,0.18,2.4,-3.3524072174927233,25.0,98.0,0.9896,3.08,0.44,12.6,7,good
7.1,-1.2006450142332614,0.46,1.5,-2.703062659591171,29.0,133.0,0.9906,3.12,0.54,12.7,6,good
7.9,-1.6554818509355071,0.45,1.5,-3.079113882493042,17.0,96.0,0.9917,3.13,0.39,11.0,6,good
6.3,-1.5095925774643841,0.43,4.55,-3.2441936328524905,31.0,130.0,0.9918,3.35,0.33,11.5,7,good
6.9,-1.4653375684603434,0.4,7.5,-3.1941832122778293,50.0,151.0,0.9927,3.11,0.27,11.4,6,good
6.4,-1.3823023398503531,0.32,5.5,-2.995732273553991,41.0,176.0,0.995,3.19,0.68,9.2,6,good
6.4,-1.1056369036050742,0.31,5.5,-3.0159349808715104,42.0,173.0,0.9951,3.19,0.66,9.3,6,good
6.9,-1.305636458102436,0.4,14.0,-2.975929646257811,64.0,227.0,0.9979,3.18,0.58,9.6,6,good
6.7,-1.422958345491482,0.41,9.4,-3.1941832122778293,49.0,166.0,0.9954,3.12,0.61,9.9,6,good
6.8,-0.6329932577401982,0.35,3.8,-3.3524072174927233,26.0,109.0,0.9906,3.26,0.57,12.7,8,good
6.6,-1.2694006096483912,0.28,8.5,-2.9374633654300153,55.0,211.0,0.9962,3.09,0.55,8.9,6,good
6.8,-1.2694006096483912,0.36,8.0,-3.079113882493042,28.0,123.0,0.9928,3.02,0.37,11.4,6,good
6.4,-1.2006450142332614,0.45,3.5,-1.6194882482876019,76.0,180.0,0.9942,3.02,0.39,9.1,6,good
6.8,-1.3432348716594436,0.34,13.9,-3.3524072174927233,39.0,134.0,0.9949,3.33,0.53,12.0,6,good
6.1,-0.9137938516755678,0.31,0.9,-3.0159349808715104,23.0,170.0,0.993,3.22,0.77,9.5,6,good
6.8,-1.7092582477163114,0.38,1.4,-3.2441936328524905,35.0,111.0,0.9918,3.32,0.59,11.2,7,good
6.7,-2.0325579557809856,0.29,5.3,-2.9565115604007097,31.0,122.0,0.9944,3.44,0.37,9.7,6,good
6.2,-1.3823023398503531,0.25,1.4,-3.473768074496991,35.0,105.0,0.9912,3.3,0.44,11.1,7,good
7.2,-0.3768776512562517,0.21,9.5,-2.6450754019408214,33.0,172.0,0.9971,3.0,0.55,9.1,6,good
6.2,-1.3823023398503531,0.25,1.4,-3.473768074496991,35.0,105.0,0.9912,3.3,0.44,11.1,7,good
6.5,-1.6554818509355071,0.3,0.8,-3.123565645063876,33.0,144.0,0.9936,3.42,0.39,9.1,6,good
6.3,-0.7011793522572096,0.22,1.8,-3.0576076772720784,31.0,140.0,0.9929,3.39,0.54,10.4,6,good
6.4,-1.7660917224794772,0.32,2.4,-3.0159349808715104,41.0,200.0,0.9938,3.5,0.5,9.7,6,good
7.1,-1.3823023398503531,0.32,10.3,-3.170085660698769,66.0,272.0,0.9969,3.17,0.52,9.1,6,good
6.4,-1.7660917224794772,0.32,2.4,-3.0159349808715104,41.0,200.0,0.9938,3.5,0.5,9.7,6,good
8.3,-1.2694006096483912,0.4,7.8,-3.170085660698769,38.0,194.0,0.9976,3.34,0.51,9.6,6,good
8.2,-1.305636458102436,0.39,7.8,-3.2188758248682006,49.0,208.0,0.9976,3.31,0.51,9.5,6,good
7.2,-1.4653375684603434,0.38,14.3,-2.8302178350764176,55.0,194.0,0.9979,3.09,0.44,9.0,6,good
7.2,-1.4653375684603434,0.38,14.3,-2.8302178350764176,55.0,194.0,0.9979,3.09,0.44,9.0,6,good
7.2,-1.4653375684603434,0.38,14.3,-2.8302178350764176,55.0,194.0,0.9979,3.09,0.44,9.0,6,good
7.2,-1.4653375684603434,0.38,14.3,-2.8302178350764176,55.0,194.0,0.9979,3.09,0.44,9.0,6,good
6.8,-0.6520052372287701,0.32,13.2,-3.101092789211817,54.0,221.0,0.9972,3.27,0.5,9.6,6,good
7.0,-1.3432348716594436,0.59,1.4,-3.270169119255751,40.0,120.0,0.9918,3.34,0.41,11.1,7,good
6.2,-1.3823023398503531,0.21,15.55,-3.2188758248682006,28.0,159.0,0.9982,3.48,0.64,9.6,6,good
7.1,-1.5558971455060706,0.37,2.4,-3.611918412977808,23.0,100.0,0.9903,3.15,0.38,11.4,7,good
6.8,-1.422958345491482,0.34,2.7,-3.036554268074246,64.5,218.5,0.9934,3.3,0.58,9.7,6,good
6.1,-1.7092582477163114,0.36,2.0,-3.2441936328524905,20.0,249.5,0.9923,3.37,0.79,11.3,6,good
6.8,-1.5558971455060706,0.27,2.1,-3.473768074496991,26.0,139.0,0.99,3.16,0.61,12.6,7,good
5.8,-1.6044503709230613,0.27,1.4,-3.4420193761824103,12.0,77.0,0.9905,3.25,0.36,10.9,7,good
5.6,-1.6554818509355071,0.26,1.4,-3.473768074496991,12.0,76.0,0.9905,3.25,0.37,10.9,7,good
5.8,-1.422958345491482,0.39,1.5,-2.900422093749666,37.0,158.0,0.9932,3.21,0.52,9.3,6,good
6.7,-1.3432348716594436,0.39,1.1,-3.1941832122778293,45.0,147.0,0.9935,3.32,0.58,9.6,8,good
6.3,-1.0469690555162714,0.3,5.7,-3.324236340526027,8.0,97.0,0.9927,3.27,0.41,11.0,7,good
6.3,-1.0469690555162714,0.3,5.7,-3.324236340526027,8.0,97.0,0.9927,3.27,0.41,11.0,7,good
6.4,-1.4653375684603434,0.39,1.8,-3.4112477175156566,23.0,118.0,0.9912,3.32,0.5,11.8,6,good
6.9,-2.1541650878757723,0.35,5.4,-3.0159349808715104,36.0,108.0,0.9939,3.32,0.42,10.2,6,good
7.2,-1.2344320118106447,0.4,13.6,-3.079113882493042,66.0,231.0,0.9977,3.08,0.59,9.6,6,good
6.2,-1.422958345491482,0.35,1.2,-3.2441936328524905,22.0,167.0,0.9912,3.1,0.48,10.6,6,good
6.9,-1.1363141558521213,0.26,8.3,-2.9187712324178627,32.0,180.0,0.9965,3.25,0.51,9.2,6,good
5.3,-0.5344354894051245,0.07,7.1,-3.101092789211817,34.0,145.0,0.9945,3.34,0.57,9.7,6,good
5.4,-0.5259392615760389,0.07,7.0,-3.079113882493042,36.0,147.0,0.9944,3.34,0.57,9.7,6,good
6.9,-1.1363141558521213,0.26,8.3,-2.9187712324178627,32.0,180.0,0.9965,3.25,0.51,9.2,6,good
6.6,-1.6554818509355071,0.41,8.9,-3.0576076772720784,51.0,169.0,0.9954,3.14,0.57,9.8,6,good
6.7,-1.6044503709230613,0.41,9.1,-3.101092789211817,50.0,166.0,0.9954,3.14,0.58,9.8,6,good
7.0,-1.2006450142332614,0.49,4.7,-3.2968373663379125,17.0,105.0,0.9916,3.26,0.68,12.4,7,good
7.0,-1.422958345491482,0.36,2.8,-3.3524072174927233,22.0,112.0,0.99,3.19,0.38,12.6,8,good
6.1,-1.1679623668029029,0.58,5.0,-3.2188758248682006,36.0,114.0,0.9909,3.3,0.6,12.3,8,good
6.5,-1.2694006096483912,0.33,15.7,-2.9187712324178627,51.0,190.0,0.9978,3.22,0.51,9.7,6,good
7.2,-1.4653375684603434,0.39,14.2,-2.8302178350764176,49.0,192.0,0.9979,2.98,0.48,9.0,7,good
7.2,-1.4653375684603434,0.39,14.2,-2.8302178350764176,49.0,192.0,0.9979,2.98,0.48,9.0,7,good
7.2,-1.4653375684603434,0.39,14.2,-2.8302178350764176,49.0,192.0,0.9979,2.98,0.48,9.0,7,good
7.2,-1.4653375684603434,0.39,14.2,-2.8302178350764176,49.0,192.0,0.9979,2.98,0.48,9.0,7,good
5.9,-1.8904754421672127,0.31,5.8,-3.170085660698769,53.0,155.0,0.9945,3.52,0.46,10.5,6,good
6.2,-1.2694006096483912,0.22,7.3,-3.170085660698769,26.0,157.0,0.9957,3.44,0.64,9.8,7,good
6.3,-1.1056369036050742,0.27,1.2,-3.0576076772720784,34.0,175.0,0.9934,3.37,0.54,9.4,6,good
7.2,-1.6554818509355071,0.46,3.8,-3.170085660698769,82.0,187.0,0.9932,3.19,0.6,11.2,7,good
7.5,-1.7660917224794772,0.44,11.3,-3.0576076772720784,65.0,146.0,0.997,3.17,0.45,10.0,6,good
6.7,-1.7660917224794772,0.5,2.1,-3.123565645063876,27.0,122.0,0.9923,3.15,0.45,10.3,6,good
6.1,-0.8891620644859025,0.0,1.6,-2.7488721956224653,36.0,87.0,0.9914,3.27,0.67,10.8,6,good
8.3,-1.6044503709230613,0.35,0.9,-2.975929646257811,12.0,74.0,0.992,3.13,0.38,10.5,6,good
6.1,-0.8891620644859025,0.0,1.6,-2.7488721956224653,36.0,87.0,0.9914,3.27,0.67,10.8,6,good
6.0,-1.2344320118106447,0.21,1.3,-2.8824035882469876,42.0,168.0,0.9914,3.32,0.43,11.1,6,good
7.3,-0.8891620644859025,0.24,6.8,-2.8473122684357177,41.0,163.0,0.9949,3.2,0.41,9.9,6,good
7.3,-0.8891620644859025,0.24,6.8,-2.8473122684357177,41.0,163.0,0.9949,3.2,0.41,9.9,6,good
7.3,-0.9137938516755678,0.24,6.7,-2.8302178350764176,41.0,166.0,0.995,3.2,0.41,9.9,6,good
6.2,-1.1056369036050742,0.27,4.9,-3.2968373663379125,30.0,134.0,0.9927,3.2,0.42,10.4,7,good
6.2,-1.1679623668029029,0.26,4.8,-3.270169119255751,36.0,148.0,0.9928,3.21,0.41,10.4,6,good
6.1,-1.018877320649256,0.27,2.1,-3.324236340526027,16.0,100.0,0.9917,3.4,0.71,11.5,7,good
5.0,-0.5960204698292225,0.14,8.3,-3.4112477175156566,35.0,164.0,0.9918,3.53,0.51,12.5,8,good
7.8,-1.3823023398503531,0.41,3.7,-3.1465551632885744,37.0,149.0,0.9954,3.36,0.45,10.0,6,good
5.7,-1.018877320649256,0.21,6.7,-3.2441936328524905,51.0,166.0,0.9941,3.29,0.63,10.0,6,good
6.8,-1.2694006096483912,0.6,1.1,-2.017406150760383,42.0,127.0,0.9934,3.09,0.44,9.1,6,good
6.8,-1.3823023398503531,0.34,4.7,-3.4420193761824103,34.0,134.0,0.9927,3.21,0.38,10.6,6,good
5.9,-1.2006450142332614,0.47,7.85,-3.473768074496991,19.0,133.0,0.9933,3.52,0.43,11.5,7,good
6.1,-2.071473372030659,0.25,3.3,-3.1941832122778293,10.0,69.0,0.9934,3.54,0.59,10.1,6,good
6.0,-2.2926347621408776,0.24,1.1,-3.170085660698769,15.0,65.0,0.9927,3.61,0.61,10.3,7,good
6.8,-1.3823023398503531,0.34,4.7,-3.4420193761824103,34.0,134.0,0.9927,3.21,0.38,10.6,6,good
6.8,-1.2694006096483912,0.44,9.3,-3.4420193761824103,35.0,137.0,0.9946,3.16,0.36,10.4,6,good
7.9,-1.3432348716594436,0.41,15.15,-3.1941832122778293,38.0,216.0,0.9976,2.96,0.6,10.0,6,good
6.4,-1.07587280169862,0.23,6.3,-3.2188758248682006,37.0,143.0,0.9944,3.19,0.65,10.0,6,good
6.5,-1.2694006096483912,0.35,15.4,-3.1465551632885744,55.0,195.0,0.9978,3.23,0.5,9.6,6,good
6.4,-1.1363141558521213,0.35,4.8,-3.473768074496991,34.0,101.0,0.9912,3.36,0.6,12.5,8,good
6.3,-1.4653375684603434,0.3,1.8,-3.3813947543659757,16.0,91.0,0.9906,3.28,0.4,11.8,6,good
6.3,-1.4653375684603434,0.3,1.8,-3.3813947543659757,16.0,91.0,0.9906,3.28,0.4,11.8,6,good
6.3,-1.4653375684603434,0.33,1.5,-3.2968373663379125,15.0,105.0,0.991,3.32,0.42,11.2,6,good
5.8,-1.305636458102436,0.27,12.3,-3.079113882493042,55.0,170.0,0.9972,3.28,0.42,9.3,6,good
6.6,-1.7092582477163114,0.35,1.5,-2.995732273553991,49.0,141.0,0.9934,3.43,0.85,10.2,7,good
7.4,-1.6044503709230613,0.43,7.8,-3.079113882493042,27.0,153.0,0.9964,3.19,0.55,9.0,7,good
8.0,-1.422958345491482,0.36,1.5,-3.036554268074246,17.0,129.0,0.9948,3.2,0.54,10.0,6,good
6.4,-1.3432348716594436,0.42,9.7,-3.101092789211817,30.0,140.0,0.9962,3.18,0.47,9.1,6,good
5.4,-1.2344320118106447,0.47,3.0,-2.9374633654300153,47.0,145.0,0.993,3.29,0.75,10.0,6,good
7.1,-1.9241486572738007,0.33,4.6,-2.975929646257811,33.0,131.0,0.9942,3.28,0.4,9.6,6,good
5.6,-1.07587280169862,0.1,1.3,-3.4420193761824103,20.0,68.0,0.9906,3.36,0.51,11.2,7,good
6.7,-1.6554818509355071,0.41,15.6,-2.864704011147587,75.0,155.0,0.9995,3.2,0.44,8.8,6,good
7.8,-1.7092582477163114,0.46,13.6,-2.9374633654300153,38.0,118.0,0.998,3.15,0.5,10.0,6,good
6.3,-2.111964733385396,0.36,2.1,-3.101092789211817,47.0,146.0,0.9914,3.27,0.74,11.4,7,good
7.3,-1.1056369036050742,0.4,6.85,-3.2441936328524905,32.0,138.0,0.992,3.03,0.3,11.9,7,good
5.5,-1.0906441190189327,0.3,2.5,-2.631089159966082,27.0,128.0,0.9924,3.14,0.51,9.6,6,good
7.3,-1.1056369036050742,0.4,6.85,-3.2441936328524905,32.0,138.0,0.992,3.03,0.3,11.9,7,good
5.8,-0.9137938516755678,0.42,4.4,-3.036554268074246,38.5,245.0,0.9937,3.25,0.57,9.6,6,good
7.3,-1.5095925774643841,0.37,14.3,-2.7488721956224653,48.0,191.0,0.9978,2.89,0.38,9.0,6,good
7.3,-1.5095925774643841,0.37,14.3,-2.7488721956224653,48.0,191.0,0.9978,2.89,0.38,9.0,6,good
6.1,-1.018877320649256,0.33,1.1,-2.975929646257811,24.0,169.0,0.9927,3.15,0.78,9.5,6,good
10.0,-1.6044503709230613,0.39,1.4,-2.975929646257811,19.0,152.0,0.994,3.0,0.42,10.4,6,good
6.9,-1.422958345491482,0.34,4.7,-3.1941832122778293,43.0,161.0,0.9935,3.2,0.59,10.6,6,good
6.4,-1.422958345491482,0.32,14.9,-3.036554268074246,54.0,162.0,0.9968,3.28,0.5,10.2,6,good
6.8,-1.8904754421672127,0.3,5.3,-2.975929646257811,40.0,127.0,0.9942,3.4,0.39,9.7,6,good
7.3,-1.5095925774643841,0.37,14.3,-2.7488721956224653,48.0,191.0,0.9978,2.89,0.38,9.0,6,good
6.8,-1.8263509139976741,0.4,2.3,-3.270169119255751,18.0,102.0,0.9923,3.49,0.42,11.4,7,good
6.0,-1.3432348716594436,0.32,3.5,-3.540459448995663,29.0,113.0,0.9912,3.4,0.71,12.3,7,good
6.0,-1.7092582477163114,0.27,1.5,-2.4079456086518722,40.0,143.0,0.9923,3.49,0.62,10.8,6,good
6.9,-1.1056369036050742,0.21,1.0,-2.9187712324178627,39.0,148.0,0.9927,3.12,0.45,9.4,6,good
7.7,-1.2344320118106447,0.48,2.3,-2.995732273553991,36.0,178.0,0.9931,3.17,0.64,10.6,6,good
