fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.9,0.43,0.21,0.4706284340145776,-2.234926444520231,2.3026850879943788,3.610944939306028,0.9966,3.17,-0.0932123817221787,9.5,5
7.1,0.71,0.0,0.642380063506292,-2.513306124309698,2.639128755635788,3.5553766325098297,0.9972,3.47,-0.5960204698292225,9.4,5
7.8,0.645,0.0,0.6936470556015963,-2.488914671185539,2.079566533867987,2.7726512202867375,0.9964,3.38,-0.5259392615760389,9.8,6
6.7,0.675,0.07,0.8758853172391161,-2.4079456086518722,2.833272165855592,4.406731442311845,0.9958,3.35,-0.6143360001356555,10.1,5
6.9,0.685,0.0,0.9166906518954819,-2.24431618487007,3.0910879068707438,3.610944939306028,0.9966,3.46,-0.5603660693261269,10.6,6
8.3,0.655,0.12,0.8333438110532287,-2.4769384801388235,2.7081168655467533,4.727396668230706,0.9966,3.17,-0.41400143913045073,9.8,5
6.9,0.605,0.12,2.370337195044864,-2.6036901857779675,3.6889044538014413,4.41885265591679,0.9993,3.45,-0.6520052372287701,9.4,6
5.2,0.32,0.25,0.588342066193819,-2.2633643798407643,2.5650262775800314,3.9120430052281487,0.9957,3.38,-0.5960204698292225,9.2,5
7.8,0.645,0.0,1.704929893893321,-2.4418471603275536,1.6096378924367667,2.8904273119085677,0.9986,3.4,-0.5960204698292225,9.6,6
7.8,0.6,0.14,0.8758853172391161,-2.4418471603275536,1.09894556645823,2.7081168655467533,0.9975,3.42,-0.5091603444469295,10.8,6
8.1,0.38,0.28,0.7424134218628634,-2.703062659591171,2.5650262775800314,3.4012307144399454,0.9968,3.23,-0.3133418192323586,9.7,7
5.7,1.13,0.09,0.40613155265132483,-1.7544636844843582,1.9460529959950605,2.944491609360395,0.994,3.5,-0.731888008876376,9.8,4
7.3,0.45,0.36,1.7751218280750318,-2.5902671654458267,2.4849899796493045,4.4659196128413985,0.9978,3.33,-0.18512548412668892,10.5,5
7.3,0.45,0.36,1.7751218280750318,-2.5902671654458267,2.4849899796493045,4.4659196128413985,0.9978,3.33,-0.18512548412668892,10.5,5
8.8,0.61,0.3,1.0299764962779714,-2.419118909249997,2.833272165855592,3.828663135383238,0.9976,3.26,-0.6713856887784326,9.3,4
7.5,0.49,0.2,0.9558959864665145,-1.0996127890016931,2.079566533867987,2.639128755635788,0.9968,3.21,-0.10425002137379911,10.5,6
8.1,0.66,0.22,0.7889118025443247,-2.659260036932778,2.1973356822749484,3.135537693244867,0.9968,3.3,0.18315454309784637,10.3,5
6.8,0.67,0.02,0.588342066193819,-2.975929646257811,1.6096378924367667,2.3979861777572986,0.9962,3.48,-0.6520052372287701,9.5,5
4.6,0.52,0.15,0.7424134218628634,-2.900422093749666,2.079566533867987,4.17440265439268,0.9934,3.9,-0.5780343734594406,13.1,4
7.7,0.935,0.43,0.7889118025443247,-2.162823150618887,3.0910879068707438,4.736207220285847,0.997,3.25,-0.3133418192323586,9.2,5
8.7,0.29,0.52,0.4706284340145776,-2.1715568305876416,2.4849899796493045,3.610944939306028,0.9969,3.25,-0.5430045221302259,9.5,5
6.4,0.4,0.23,0.4706284340145776,-2.703062659591171,1.6096378924367667,2.4849899796493045,0.9958,3.34,-0.5780343734594406,9.2,5
5.6,0.31,0.37,0.3371862673548698,-2.5902671654458267,2.4849899796493045,4.56435860808025,0.9954,3.32,-0.5430045221302259,9.2,5
8.8,0.66,0.26,0.5312163134137247,-2.5902671654458267,1.3865443298750981,3.135537693244867,0.9971,3.15,-0.2997546536860502,9.2,5
6.6,0.52,0.04,0.7889118025443247,-2.659260036932778,2.079566533867987,2.7081168655467533,0.9956,3.4,-0.4604494164409239,9.4,6
6.6,0.5,0.04,0.7424134218628634,-2.6736487743848776,1.7919261220073759,2.639128755635788,0.9955,3.39,-0.444725822061467,9.4,6
8.6,0.38,0.36,1.09894556645823,-2.501036031717884,3.4012307144399454,4.7791318964375655,0.997,3.2,-0.5780343734594406,9.4,5
7.6,0.51,0.15,1.0299764962779714,-2.198225077669803,3.4965378640376557,4.2904731396847025,0.9955,3.17,-0.4604494164409239,10.2,6
7.7,0.62,0.04,1.3352641900071116,-2.4651040224918206,3.218915824068222,3.806684711745632,0.9978,3.34,-0.6329932577401982,9.5,5
10.2,0.42,0.57,1.2240695060250584,-2.6450754019408214,1.3865443298750981,2.3026850879943788,0.9971,3.04,-0.4604494164409239,9.6,5
7.5,0.63,0.12,1.6294365989407895,-2.1892564076870427,3.9120430052281487,4.700489456660185,0.9983,3.26,-0.26006690541880756,9.4,5
7.8,0.59,0.18,0.8333438110532287,-2.563949857128453,2.833272165855592,3.989002564911327,0.9975,3.43,-0.5259392615760389,10.0,5
7.3,0.39,0.31,0.8758853172391161,-2.5902671654458267,2.1973356822749484,3.828663135383238,0.9962,3.41,-0.6143360001356555,9.4,6
8.8,0.4,0.4,0.7889118025443247,-2.5257286443082556,2.944491609360395,3.9512629491657494,0.998,3.44,-0.444725822061467,9.2,5
7.7,0.69,0.49,0.588342066193819,-2.1541650878757723,2.995782272304033,4.718507799826663,0.9968,3.21,-0.3410828491788962,9.3,5
7.5,0.52,0.16,0.642380063506292,-2.453407982728629,2.4849899796493045,3.5553766325098297,0.9968,3.38,-0.4764241970486583,9.5,7
7.0,0.735,0.05,0.6936470556015963,-2.501036031717884,2.5650262775800314,3.989002564911327,0.9966,3.39,-0.5603660693261269,9.8,5
7.2,0.725,0.05,1.53708225024196,-2.4418471603275536,1.3865443298750981,2.3979861777572986,0.9962,3.41,-0.9390477189967712,10.9,5
7.2,0.725,0.05,1.53708225024196,-2.4418471603275536,1.3865443298750981,2.3979861777572986,0.9962,3.41,-0.9390477189967712,10.9,5
7.5,0.52,0.11,0.40613155265132483,-2.5257286443082556,2.3979861777572986,3.6635872868265618,0.9968,3.42,-0.5430045221302259,9.6,5
6.6,0.705,0.07,0.4706284340145776,-2.563949857128453,1.7919261220073759,2.7081168655467533,0.9962,3.44,-0.5430045221302259,10.7,5
9.3,0.32,0.57,0.6936470556015963,-2.5902671654458267,3.295873902355512,4.17440265439268,0.9969,3.28,-0.23445731121448313,10.7,5
8.0,0.705,0.05,0.642380063506292,-2.5902671654458267,2.079566533867987,2.944491609360395,0.9962,3.34,-0.05024121643674679,10.5,6
7.7,0.63,0.08,0.642380063506292,-2.563949857128453,2.7081168655467533,3.295873902355512,0.9967,3.32,-0.6143360001356555,9.5,6
7.7,0.67,0.23,0.7424134218628634,-2.419118909249997,2.833272165855592,4.56435860808025,0.9962,3.32,-0.731888008876376,9.5,5
7.7,0.69,0.22,0.642380063506292,-2.4651040224918206,2.8904273119085677,4.54330542051129,0.9961,3.31,-0.731888008876376,9.5,5
8.3,0.675,0.26,0.7424134218628634,-2.4651040224918206,2.3979861777572986,3.7612233712371035,0.9976,3.31,-0.6329932577401982,9.2,4
9.7,0.32,0.54,0.9166906518954819,-2.353878387381596,3.3322402238231783,4.41885265591679,0.9984,3.28,-0.1972321695297089,9.6,5
8.8,0.41,0.64,0.7889118025443247,-2.364460496712133,2.1973356822749484,3.7376934275237357,0.9986,3.54,-0.41400143913045073,10.5,5
8.8,0.41,0.64,0.7889118025443247,-2.364460496712133,2.1973356822749484,3.7376934275237357,0.9986,3.54,-0.41400143913045073,10.5,5
6.8,0.785,0.0,0.8758853172391161,-2.2537949288246137,2.639128755635788,3.4012307144399454,0.9966,3.52,-0.5960204698292225,10.7,6
6.7,0.75,0.12,0.6936470556015963,-2.4418471603275536,2.4849899796493045,4.3820391345957574,0.9958,3.38,-0.6520052372287701,10.1,5
8.3,0.625,0.2,0.40613155265132483,-2.513306124309698,3.295873902355512,4.7791318964375655,0.9972,3.16,0.11422114409002286,9.1,4
6.2,0.45,0.2,0.4706284340145776,-2.659260036932778,1.09894556645823,2.7081168655467533,0.9958,3.41,-0.5780343734594406,9.2,5
7.8,0.43,0.7,0.642380063506292,-0.7657178733947807,3.0910879068707438,4.2047075446527185,0.9974,3.13,0.24764102291459714,9.4,5
7.4,0.5,0.47,0.6936470556015963,-2.4418471603275536,3.0445700556372914,4.2904731396847025,0.997,3.36,-0.5603660693261269,9.1,5
7.3,0.67,0.26,0.588342066193819,-0.9113031903631159,2.7726512202867375,3.9318452403752318,0.9969,3.16,0.1319050708799384,9.4,5
6.3,0.3,0.48,0.588342066193819,-2.659260036932778,2.8904273119085677,4.110890257481564,0.9959,3.44,-0.24718012914245105,10.3,6
6.9,0.55,0.15,0.7889118025443247,-2.563949857128453,2.944491609360395,3.6889044538014413,0.9961,3.41,-0.5259392615760389,10.1,5
8.6,0.49,0.28,0.642380063506292,-2.198225077669803,2.995782272304033,4.912662238650196,0.9972,2.93,0.6683420616409741,9.9,6
7.7,0.49,0.26,0.642380063506292,-2.7646205525906042,2.1973356822749484,3.434019462029382,0.9966,3.39,-0.444725822061467,9.6,5
9.3,0.39,0.44,0.7424134218628634,-2.2256240518579173,3.52638993594835,4.828321737270302,0.9978,3.14,0.1996701951285675,9.5,5
7.0,0.62,0.08,0.588342066193819,-2.563949857128453,2.079566533867987,3.178095496146581,0.9978,3.48,-0.6329932577401982,9.0,5
7.9,0.52,0.26,0.642380063506292,-2.5257286443082556,3.7376934275237357,4.941649565440937,0.9964,3.23,-0.6143360001356555,9.5,5
8.6,0.49,0.28,0.642380063506292,-2.198225077669803,2.995782272304033,4.912662238650196,0.9972,2.93,0.6683420616409741,9.9,6
8.6,0.49,0.29,0.6936470556015963,-2.198225077669803,2.944491609360395,4.8903566469904804,0.9972,2.93,0.6836017677164138,9.8,5
7.7,0.49,0.26,0.642380063506292,-2.7646205525906042,2.1973356822749484,3.434019462029382,0.9966,3.39,-0.444725822061467,9.6,5
5.0,1.02,0.04,0.3371862673548698,-3.079113882493042,3.713596456650773,4.442663021126995,0.9938,3.75,-0.731888008876376,10.5,4
4.7,0.6,0.17,0.8333438110532287,-2.8302178350764176,2.833272165855592,4.663448528029832,0.9932,3.85,-0.5091603444469295,12.9,6
6.8,0.775,0.0,1.09894556645823,-2.2730262907525014,2.079566533867987,3.135537693244867,0.9965,3.45,-0.5780343734594406,10.7,5
7.0,0.5,0.25,0.6936470556015963,-2.6450754019408214,1.09894556645823,3.0910879068707438,0.9963,3.25,-0.4604494164409239,9.2,5
7.6,0.9,0.06,0.9166906518954819,-2.5257286443082556,1.6096378924367667,2.3026850879943788,0.9967,3.39,-0.5780343734594406,9.8,5
8.1,0.545,0.18,0.642380063506292,-2.513306124309698,2.5650262775800314,3.5553766325098297,0.9972,3.3,-0.5259392615760389,9.0,6
8.3,0.61,0.3,0.7424134218628634,-2.4651040224918206,2.3979861777572986,3.9120430052281487,0.9972,3.4,-0.49265831981054176,10.2,6
7.8,0.5,0.3,0.642380063506292,-2.577021938695806,2.079566533867987,3.0910879068707438,0.9959,3.31,-0.5780343734594406,10.4,6
8.1,0.545,0.18,0.642380063506292,-2.513306124309698,2.5650262775800314,3.5553766325098297,0.9972,3.3,-0.5259392615760389,9.0,6
8.1,0.575,0.22,0.7424134218628634,-2.551046452292545,2.4849899796493045,4.17440265439268,0.9967,3.29,-0.6713856887784326,9.2,5
7.2,0.49,0.24,0.7889118025443247,-2.6450754019408214,1.6096378924367667,3.5835467158480925,0.996,3.33,-0.731888008876376,9.4,5
8.1,0.575,0.22,0.7424134218628634,-2.551046452292545,2.4849899796493045,4.17440265439268,0.9967,3.29,-0.6713856887784326,9.2,5
7.8,0.41,0.68,0.5312163134137247,-0.7592869830644903,2.8904273119085677,4.2341209972458635,0.9973,3.08,0.27079020478156274,9.3,5
6.2,0.63,0.31,0.5312163134137247,-2.419118909249997,2.7081168655467533,4.1588987082376025,0.9969,3.46,-0.23445731121448313,9.3,5
8.0,0.33,0.53,0.9166906518954819,-2.385966701933097,2.8904273119085677,4.3820391345957574,0.9976,3.37,-0.22189433191377778,9.6,6
8.1,0.785,0.52,0.6936470556015963,-2.0955709236097197,3.610944939306028,5.030444457318788,0.9969,3.21,-0.36961545521446726,9.3,5
7.8,0.56,0.19,0.588342066193819,-2.2537949288246137,2.4849899796493045,3.85016887807946,0.9964,3.19,-0.07149600170506992,9.5,5
8.4,0.62,0.09,0.7889118025443247,-2.4651040224918206,2.3979861777572986,4.682140486340613,0.9964,3.15,-0.41400143913045073,9.8,5
8.4,0.6,0.1,0.7889118025443247,-2.453407982728629,2.639128755635788,4.709539210280762,0.9964,3.15,-0.41400143913045073,9.8,5
10.1,0.31,0.44,0.8333438110532287,-2.513306124309698,3.0910879068707438,3.828663135383238,0.9988,3.32,-0.3989861420104552,9.7,6
7.8,0.56,0.19,0.588342066193819,-2.2537949288246137,2.4849899796493045,3.85016887807946,0.9964,3.19,-0.07149600170506992,9.5,5
9.4,0.4,0.31,0.7889118025443247,-2.396895772465287,2.5650262775800314,4.127150513947278,0.9966,3.07,-0.4604494164409239,10.5,6
8.3,0.54,0.28,0.642380063506292,-2.551046452292545,2.3979861777572986,3.6889044538014413,0.9978,3.39,-0.49265831981054176,10.0,6
7.8,0.56,0.12,0.6936470556015963,-2.488914671185539,1.9460529959950605,3.3322402238231783,0.997,3.37,-0.6911491778972723,9.4,6
8.8,0.55,0.04,0.7889118025443247,-2.120263536200091,2.639128755635788,4.02536954771857,0.9962,3.21,-0.5091603444469295,10.9,6
7.0,0.69,0.08,0.588342066193819,-2.322787800311565,3.0910879068707438,4.488647605624073,0.9959,3.34,-0.6143360001356555,9.2,6
7.3,1.07,0.09,0.5312163134137247,-1.720369473141382,2.3026850879943788,4.488647605624073,0.9962,3.3,-0.5603660693261269,9.0,5
8.8,0.55,0.04,0.7889118025443247,-2.120263536200091,2.639128755635788,4.02536954771857,0.9962,3.21,-0.5091603444469295,10.9,6
7.3,0.695,0.0,0.9166906518954819,-2.577021938695806,1.09894556645823,2.5650262775800314,0.998,3.49,-0.6520052372287701,9.2,5
8.0,0.71,0.0,0.9558959864665145,-2.513306124309698,2.3979861777572986,3.52638993594835,0.9976,3.44,-0.6329932577401982,9.5,5
7.8,0.5,0.17,0.4706284340145776,-2.488914671185539,3.0445700556372914,4.624982617157782,0.996,3.39,-0.731888008876376,9.5,5
9.0,0.62,0.04,0.642380063506292,-1.9173226922034008,3.295873902355512,4.499820781379649,0.9984,3.16,-0.355247391947547,9.4,5
8.2,1.33,0.0,0.5312163134137247,-2.501036031717884,1.09894556645823,2.4849899796493045,0.9964,3.53,-0.7113111511876165,10.9,5
8.1,1.33,0.0,0.588342066193819,-2.488914671185539,1.09894556645823,2.4849899796493045,0.9964,3.54,-0.731888008876376,10.9,5
8.0,0.59,0.16,0.588342066193819,-2.7181005369557116,1.09894556645823,2.7726512202867375,0.9962,3.42,-0.08229524272683016,10.5,7
6.1,0.38,0.15,0.588342066193819,-2.617295837833746,1.7919261220073759,2.944491609360395,0.9955,3.42,-0.5603660693261269,9.4,5
8.0,0.745,0.56,0.6936470556015963,-2.1286317858706076,3.4012307144399454,4.897847262609633,0.9968,3.24,-0.41400143913045073,9.4,5
5.6,0.5,0.09,0.8333438110532287,-2.995732273553991,2.833272165855592,4.595129951093676,0.9937,3.63,-0.4604494164409239,13.0,5
5.6,0.5,0.09,0.8333438110532287,-2.995732273553991,2.833272165855592,4.595129951093676,0.9937,3.63,-0.4604494164409239,13.0,5
6.6,0.5,0.01,0.40613155265132483,-2.796881414808826,2.833272165855592,3.2581349988203177,0.9952,3.4,-0.5430045221302259,9.8,6
7.9,1.04,0.05,0.7889118025443247,-2.4651040224918206,2.5650262775800314,3.367330312150578,0.9959,3.22,-0.5960204698292225,9.9,6
8.4,0.745,0.11,0.642380063506292,-2.396895772465287,2.7726512202867375,4.143150599281431,0.9965,3.19,-0.1972321695297089,9.6,5
8.3,0.715,0.15,0.588342066193819,-2.4079456086518722,2.3026850879943788,3.9512629491657494,0.9968,3.23,-0.26006690541880756,9.5,5
7.2,0.415,0.36,0.6936470556015963,-2.501036031717884,2.5650262775800314,3.806684711745632,0.9972,3.48,-0.444725822061467,9.2,5
7.8,0.56,0.19,0.7424134218628634,-2.501036031717884,2.7081168655467533,4.653969873921696,0.9962,3.33,-0.6143360001356555,9.5,5
7.8,0.56,0.19,0.6936470556015963,-2.501036031717884,2.833272165855592,4.682140486340613,0.9962,3.32,-0.6143360001356555,9.5,5
8.4,0.745,0.11,0.642380063506292,-2.396895772465287,2.7726512202867375,4.143150599281431,0.9965,3.19,-0.1972321695297089,9.6,5
8.3,0.715,0.15,0.588342066193819,-2.4079456086518722,2.3026850879943788,3.9512629491657494,0.9968,3.23,-0.26006690541880756,9.5,5
5.2,0.34,0.0,0.588342066193819,-2.975929646257811,3.295873902355512,4.143150599281431,0.9916,3.68,-0.23445731121448313,14.0,6
6.3,0.39,0.08,0.5312163134137247,-2.703062659591171,1.09894556645823,2.995782272304033,0.9954,3.34,-0.5430045221302259,9.4,5
5.2,0.34,0.0,0.588342066193819,-2.975929646257811,3.295873902355512,4.143150599281431,0.9916,3.68,-0.23445731121448313,14.0,6
8.1,0.67,0.55,0.588342066193819,-2.137070654516472,3.4657671523114555,4.9487669825516,0.9968,3.17,-0.4764241970486583,9.4,5
5.8,0.68,0.02,0.588342066193819,-2.430418464503931,3.0445700556372914,4.54330542051129,0.9944,3.54,-0.6520052372287701,10.0,5
7.6,0.49,0.26,0.4706284340145776,-1.439695137847006,2.3026850879943788,4.477348178050004,0.9968,3.11,-0.22189433191377778,9.3,5
6.9,0.49,0.1,0.8333438110532287,-2.5902671654458267,2.4849899796493045,3.4012307144399454,0.9959,3.42,-0.5430045221302259,10.2,6
8.2,0.4,0.44,1.0299764962779714,-2.4079456086518722,2.3979861777572986,3.7612233712371035,0.9975,3.53,-0.49265831981054176,10.5,6
7.3,0.33,0.47,0.7424134218628634,-2.551046452292545,1.6096378924367667,2.3979861777572986,0.9958,3.33,-0.6329932577401982,10.3,6
9.2,0.52,1.0,1.2240695060250584,-0.49265831981054176,3.4657671523114555,4.2341209972458635,0.9996,2.74,0.6936470556015963,9.4,4
7.5,0.6,0.03,0.588342066193819,-2.3434070875143007,3.218915824068222,4.595129951093676,0.995,3.35,-0.6143360001356555,10.1,5
7.5,0.6,0.03,0.588342066193819,-2.3434070875143007,3.218915824068222,4.595129951093676,0.995,3.35,-0.6143360001356555,10.1,5
7.1,0.43,0.42,1.704929893893321,-2.6450754019408214,3.367330312150578,4.859820156269611,0.9973,3.42,-0.327116141697188,10.5,5
7.1,0.43,0.42,1.704929893893321,-2.631089159966082,3.3322402238231783,4.8520380763891,0.9973,3.42,-0.3410828491788962,10.5,5
7.1,0.43,0.42,1.704929893893321,-2.6450754019408214,3.367330312150578,4.859820156269611,0.9973,3.42,-0.327116141697188,10.5,5
7.1,0.43,0.42,1.704929893893321,-2.631089159966082,3.3322402238231783,4.8520380763891,0.9973,3.42,-0.3410828491788962,10.5,5
7.1,0.68,0.0,0.7889118025443247,-2.6036901857779675,2.4849899796493045,3.0910879068707438,0.9969,3.48,-0.6911491778972723,9.3,5
6.8,0.6,0.18,0.642380063506292,-2.5257286443082556,2.8904273119085677,4.454358924092881,0.9968,3.59,-0.5603660693261269,9.3,6
7.6,0.95,0.03,0.6936470556015963,-2.396895772465287,1.9460529959950605,2.995782272304033,0.9959,3.2,-0.5780343734594406,9.6,5
7.6,0.68,0.02,0.2631331995303682,-2.617295837833746,2.1973356822749484,2.995782272304033,0.9965,3.17,0.0778865386570712,9.2,4
7.8,0.53,0.04,0.5312163134137247,-2.563949857128453,2.833272165855592,3.434019462029382,0.9964,3.33,-0.5780343734594406,10.0,6
7.4,0.6,0.26,1.9880113250739486,-2.6450754019408214,3.5835467158480925,4.795798810025401,0.9982,3.37,-0.7113111511876165,9.4,5
7.3,0.59,0.26,1.9742199052667297,-2.6450754019408214,3.5553766325098297,4.795798810025401,0.9981,3.37,-0.7113111511876165,9.4,5
7.8,0.63,0.48,0.5312163134137247,-2.2926347621408776,2.639128755635788,4.56435860808025,0.9961,3.19,-0.4764241970486583,9.5,5
6.8,0.64,0.1,0.7424134218628634,-2.453407982728629,2.8904273119085677,4.6151304177823445,0.9956,3.34,-0.6520052372287701,10.2,5
7.3,0.55,0.03,0.4706284340145776,-2.617295837833746,2.833272165855592,3.7376934275237357,0.9956,3.37,-0.731888008876376,9.0,4
6.8,0.63,0.07,0.7424134218628634,-2.4079456086518722,2.3979861777572986,3.784212360932728,0.9953,3.47,-0.5960204698292225,10.4,6
7.5,0.705,0.24,0.588342066193819,-1.018877320649256,2.7081168655467533,4.143150599281431,0.9964,3.0,0.4643627493556498,9.5,5
7.9,0.885,0.03,0.588342066193819,-2.8302178350764176,1.3865443298750981,2.079566533867987,0.9972,3.36,-1.1056369036050742,9.1,4
8.0,0.42,0.17,0.6936470556015963,-2.6036901857779675,1.7919261220073759,2.8904273119085677,0.9972,3.29,-0.49265831981054176,9.2,6
8.0,0.42,0.17,0.6936470556015963,-2.6036901857779675,1.7919261220073759,2.8904273119085677,0.9972,3.29,-0.49265831981054176,9.2,6
7.4,0.62,0.05,0.642380063506292,-2.6736487743848776,3.178095496146581,3.7376934275237357,0.9961,3.42,-0.5603660693261269,11.5,6
7.3,0.38,0.21,0.6936470556015963,-2.513306124309698,1.9460529959950605,3.5553766325098297,0.9961,3.33,-0.7528971849657193,9.5,5
6.9,0.5,0.04,0.40613155265132483,-2.453407982728629,2.944491609360395,3.8918407060656484,0.9958,3.35,-0.24718012914245105,9.5,5
7.3,0.38,0.21,0.6936470556015963,-2.513306124309698,1.9460529959950605,3.5553766325098297,0.9961,3.33,-0.7528971849657193,9.5,5
7.5,0.52,0.42,0.8333438110532287,-2.430418464503931,2.079566533867987,3.6376124751696053,0.9972,3.58,-0.49265831981054176,10.5,6
7.0,0.805,0.0,0.9166906518954819,-2.6736487743848776,1.9460529959950605,2.995782272304033,0.9969,3.48,-0.5780343734594406,9.6,5
8.8,0.61,0.14,0.8758853172391161,-2.6882475738060303,2.3026850879943788,3.7376934275237357,0.9969,3.19,-0.5259392615760389,9.5,5
8.8,0.61,0.14,0.8758853172391161,-2.6882475738060303,2.3026850879943788,3.7376934275237357,0.9969,3.19,-0.5259392615760389,9.5,5
8.9,0.61,0.49,0.6936470556015963,-1.305636458102436,3.135537693244867,4.700489456660185,0.9972,3.12,0.02078253918252841,9.3,5
7.2,0.73,0.02,0.9166906518954819,-2.563949857128453,2.7726512202867375,3.7376934275237357,0.9972,3.44,-0.6520052372287701,9.3,5
6.8,0.61,0.2,0.588342066193819,-2.551046452292545,2.3979861777572986,4.17440265439268,0.9971,3.54,-0.5430045221302259,9.3,5
6.7,0.62,0.21,0.642380063506292,-2.5257286443082556,2.079566533867987,4.127150513947278,0.997,3.52,-0.5430045221302259,9.3,6
8.9,0.31,0.57,0.6936470556015963,-2.1892564076870427,3.2581349988203177,4.442663021126995,0.9971,3.26,-0.6329932577401982,9.7,5
7.4,0.39,0.48,0.6936470556015963,-2.488914671185539,2.639128755635788,4.2047075446527185,0.9972,3.34,-0.5960204698292225,9.2,5
7.7,0.705,0.1,0.9558959864665145,-2.4651040224918206,2.1973356822749484,3.2581349988203177,0.9976,3.39,-0.7113111511876165,9.7,5
7.9,0.5,0.33,0.6936470556015963,-2.4651040224918206,2.7081168655467533,4.962851623242449,0.9968,3.2,-0.5960204698292225,9.5,5
7.9,0.49,0.32,0.642380063506292,-2.488914671185539,2.833272165855592,4.969820243996333,0.9968,3.2,-0.5960204698292225,9.5,5
8.2,0.5,0.35,1.065055505139267,-2.551046452292545,3.0445700556372914,4.84419496044334,0.9976,3.23,-0.4764241970486583,9.4,5
6.4,0.37,0.25,0.642380063506292,-2.5902671654458267,3.0445700556372914,3.8918407060656484,0.9974,3.57,-0.4764241970486583,9.8,6
