fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.3,0.655,0.12,0.8333438110532287,-2.4769384801388235,15.0,113.0,0.9966,3.17,0.66,9.8,5
6.9,0.605,0.12,2.370337195044864,-2.6036901857779675,40.0,83.0,0.9993,3.45,0.52,9.4,6
5.2,0.32,0.25,0.588342066193819,-2.2633643798407643,13.0,50.0,0.9957,3.38,0.55,9.2,5
7.8,0.645,0.0,1.704929893893321,-2.4418471603275536,5.0,18.0,0.9986,3.4,0.55,9.6,6
7.8,0.6,0.14,0.8758853172391161,-2.4418471603275536,3.0,15.0,0.9975,3.42,0.6,10.8,6
8.1,0.38,0.28,0.7424134218628634,-2.703062659591171,13.0,30.0,0.9968,3.23,0.73,9.7,7
5.7,1.13,0.09,0.40613155265132483,-1.7544636844843582,7.0,19.0,0.994,3.5,0.48,9.8,4
7.3,0.45,0.36,1.7751218280750318,-2.5902671654458267,12.0,87.0,0.9978,3.33,0.83,10.5,5
7.3,0.45,0.36,1.7751218280750318,-2.5902671654458267,12.0,87.0,0.9978,3.33,0.83,10.5,5
8.8,0.61,0.3,1.0299764962779714,-2.419118909249997,17.0,46.0,0.9976,3.26,0.51,9.3,4
7.5,0.49,0.2,0.9558959864665145,-1.0996127890016931,8.0,14.0,0.9968,3.21,0.9,10.5,6
8.1,0.66,0.22,0.7889118025443247,-2.659260036932778,9.0,23.0,0.9968,3.3,1.2,10.3,5
6.8,0.67,0.02,0.588342066193819,-2.975929646257811,5.0,11.0,0.9962,3.48,0.52,9.5,5
4.6,0.52,0.15,0.7424134218628634,-2.900422093749666,8.0,65.0,0.9934,3.9,0.56,13.1,4
7.7,0.935,0.43,0.7889118025443247,-2.162823150618887,22.0,114.0,0.997,3.25,0.73,9.2,5
8.7,0.29,0.52,0.4706284340145776,-2.1715568305876416,12.0,37.0,0.9969,3.25,0.58,9.5,5
6.4,0.4,0.23,0.4706284340145776,-2.703062659591171,5.0,12.0,0.9958,3.34,0.56,9.2,5
5.6,0.31,0.37,0.3371862673548698,-2.5902671654458267,12.0,96.0,0.9954,3.32,0.58,9.2,5
8.8,0.66,0.26,0.5312163134137247,-2.5902671654458267,4.0,23.0,0.9971,3.15,0.74,9.2,5
6.6,0.52,0.04,0.7889118025443247,-2.659260036932778,8.0,15.0,0.9956,3.4,0.63,9.4,6
6.6,0.5,0.04,0.7424134218628634,-2.6736487743848776,6.0,14.0,0.9955,3.39,0.64,9.4,6
8.6,0.38,0.36,1.09894556645823,-2.501036031717884,30.0,119.0,0.997,3.2,0.56,9.4,5
7.6,0.51,0.15,1.0299764962779714,-2.198225077669803,33.0,73.0,0.9955,3.17,0.63,10.2,6
7.7,0.62,0.04,1.3352641900071116,-2.4651040224918206,25.0,45.0,0.9978,3.34,0.53,9.5,5
10.2,0.42,0.57,1.2240695060250584,-2.6450754019408214,4.0,10.0,0.9971,3.04,0.63,9.6,5
7.5,0.63,0.12,1.6294365989407895,-2.1892564076870427,50.0,110.0,0.9983,3.26,0.77,9.4,5
7.8,0.59,0.18,0.8333438110532287,-2.563949857128453,17.0,54.0,0.9975,3.43,0.59,10.0,5
7.3,0.39,0.31,0.8758853172391161,-2.5902671654458267,9.0,46.0,0.9962,3.41,0.54,9.4,6
8.8,0.4,0.4,0.7889118025443247,-2.5257286443082556,19.0,52.0,0.998,3.44,0.64,9.2,5
7.7,0.69,0.49,0.588342066193819,-2.1541650878757723,20.0,112.0,0.9968,3.21,0.71,9.3,5
7.5,0.52,0.16,0.642380063506292,-2.453407982728629,12.0,35.0,0.9968,3.38,0.62,9.5,7
7.0,0.735,0.05,0.6936470556015963,-2.501036031717884,13.0,54.0,0.9966,3.39,0.57,9.8,5
7.2,0.725,0.05,1.53708225024196,-2.4418471603275536,4.0,11.0,0.9962,3.41,0.39,10.9,5
7.2,0.725,0.05,1.53708225024196,-2.4418471603275536,4.0,11.0,0.9962,3.41,0.39,10.9,5
7.5,0.52,0.11,0.40613155265132483,-2.5257286443082556,11.0,39.0,0.9968,3.42,0.58,9.6,5
6.6,0.705,0.07,0.4706284340145776,-2.563949857128453,6.0,15.0,0.9962,3.44,0.58,10.7,5
9.3,0.32,0.57,0.6936470556015963,-2.5902671654458267,27.0,65.0,0.9969,3.28,0.79,10.7,5
8.0,0.705,0.05,0.642380063506292,-2.5902671654458267,8.0,19.0,0.9962,3.34,0.95,10.5,6
7.7,0.63,0.08,0.642380063506292,-2.563949857128453,15.0,27.0,0.9967,3.32,0.54,9.5,6
7.7,0.67,0.23,0.7424134218628634,-2.419118909249997,17.0,96.0,0.9962,3.32,0.48,9.5,5
7.7,0.69,0.22,0.642380063506292,-2.4651040224918206,18.0,94.0,0.9961,3.31,0.48,9.5,5
8.3,0.675,0.26,0.7424134218628634,-2.4651040224918206,11.0,43.0,0.9976,3.31,0.53,9.2,4
9.7,0.32,0.54,0.9166906518954819,-2.353878387381596,28.0,83.0,0.9984,3.28,0.82,9.6,5
8.8,0.41,0.64,0.7889118025443247,-2.364460496712133,9.0,42.0,0.9986,3.54,0.66,10.5,5
8.8,0.41,0.64,0.7889118025443247,-2.364460496712133,9.0,42.0,0.9986,3.54,0.66,10.5,5
6.8,0.785,0.0,0.8758853172391161,-2.2537949288246137,14.0,30.0,0.9966,3.52,0.55,10.7,6
6.7,0.75,0.12,0.6936470556015963,-2.4418471603275536,12.0,80.0,0.9958,3.38,0.52,10.1,5
8.3,0.625,0.2,0.40613155265132483,-2.513306124309698,27.0,119.0,0.9972,3.16,1.12,9.1,4
6.2,0.45,0.2,0.4706284340145776,-2.659260036932778,3.0,15.0,0.9958,3.41,0.56,9.2,5
7.8,0.43,0.7,0.642380063506292,-0.7657178733947807,22.0,67.0,0.9974,3.13,1.28,9.4,5
7.4,0.5,0.47,0.6936470556015963,-2.4418471603275536,21.0,73.0,0.997,3.36,0.57,9.1,5
7.3,0.67,0.26,0.588342066193819,-0.9113031903631159,16.0,51.0,0.9969,3.16,1.14,9.4,5
6.3,0.3,0.48,0.588342066193819,-2.659260036932778,18.0,61.0,0.9959,3.44,0.78,10.3,6
6.9,0.55,0.15,0.7889118025443247,-2.563949857128453,19.0,40.0,0.9961,3.41,0.59,10.1,5
7.7,0.49,0.26,0.642380063506292,-2.7646205525906042,9.0,31.0,0.9966,3.39,0.64,9.6,5
9.3,0.39,0.44,0.7424134218628634,-2.2256240518579173,34.0,125.0,0.9978,3.14,1.22,9.5,5
7.0,0.62,0.08,0.588342066193819,-2.563949857128453,8.0,24.0,0.9978,3.48,0.53,9.0,5
7.9,0.52,0.26,0.642380063506292,-2.5257286443082556,42.0,140.0,0.9964,3.23,0.54,9.5,5
7.7,0.49,0.26,0.642380063506292,-2.7646205525906042,9.0,31.0,0.9966,3.39,0.64,9.6,5
5.0,1.02,0.04,0.3371862673548698,-3.079113882493042,41.0,85.0,0.9938,3.75,0.48,10.5,4
4.7,0.6,0.17,0.8333438110532287,-2.8302178350764176,17.0,106.0,0.9932,3.85,0.6,12.9,6
6.8,0.775,0.0,1.09894556645823,-2.2730262907525014,8.0,23.0,0.9965,3.45,0.56,10.7,5
7.0,0.5,0.25,0.6936470556015963,-2.6450754019408214,3.0,22.0,0.9963,3.25,0.63,9.2,5
7.6,0.9,0.06,0.9166906518954819,-2.5257286443082556,5.0,10.0,0.9967,3.39,0.56,9.8,5
8.1,0.545,0.18,0.642380063506292,-2.513306124309698,13.0,35.0,0.9972,3.3,0.59,9.0,6
8.3,0.61,0.3,0.7424134218628634,-2.4651040224918206,11.0,50.0,0.9972,3.4,0.61,10.2,6
7.8,0.5,0.3,0.642380063506292,-2.577021938695806,8.0,22.0,0.9959,3.31,0.56,10.4,6
8.1,0.545,0.18,0.642380063506292,-2.513306124309698,13.0,35.0,0.9972,3.3,0.59,9.0,6
8.1,0.575,0.22,0.7424134218628634,-2.551046452292545,12.0,65.0,0.9967,3.29,0.51,9.2,5
7.2,0.49,0.24,0.7889118025443247,-2.6450754019408214,5.0,36.0,0.996,3.33,0.48,9.4,5
8.1,0.575,0.22,0.7424134218628634,-2.551046452292545,12.0,65.0,0.9967,3.29,0.51,9.2,5
7.8,0.41,0.68,0.5312163134137247,-0.7592869830644903,18.0,69.0,0.9973,3.08,1.31,9.3,5
6.2,0.63,0.31,0.5312163134137247,-2.419118909249997,15.0,64.0,0.9969,3.46,0.79,9.3,5
8.0,0.33,0.53,0.9166906518954819,-2.385966701933097,18.0,80.0,0.9976,3.37,0.8,9.6,6
8.1,0.785,0.52,0.6936470556015963,-2.0955709236097197,37.0,153.0,0.9969,3.21,0.69,9.3,5
7.8,0.56,0.19,0.588342066193819,-2.2537949288246137,12.0,47.0,0.9964,3.19,0.93,9.5,5
8.4,0.62,0.09,0.7889118025443247,-2.4651040224918206,11.0,108.0,0.9964,3.15,0.66,9.8,5
8.4,0.6,0.1,0.7889118025443247,-2.453407982728629,14.0,111.0,0.9964,3.15,0.66,9.8,5
10.1,0.31,0.44,0.8333438110532287,-2.513306124309698,22.0,46.0,0.9988,3.32,0.67,9.7,6
7.8,0.56,0.19,0.588342066193819,-2.2537949288246137,12.0,47.0,0.9964,3.19,0.93,9.5,5
9.4,0.4,0.31,0.7889118025443247,-2.396895772465287,13.0,62.0,0.9966,3.07,0.63,10.5,6
8.3,0.54,0.28,0.642380063506292,-2.551046452292545,11.0,40.0,0.9978,3.39,0.61,10.0,6
7.8,0.56,0.12,0.6936470556015963,-2.488914671185539,7.0,28.0,0.997,3.37,0.5,9.4,6
8.8,0.55,0.04,0.7889118025443247,-2.120263536200091,14.0,56.0,0.9962,3.21,0.6,10.9,6
7.0,0.69,0.08,0.588342066193819,-2.322787800311565,22.0,89.0,0.9959,3.34,0.54,9.2,6
7.3,1.07,0.09,0.5312163134137247,-1.720369473141382,10.0,89.0,0.9962,3.3,0.57,9.0,5
8.8,0.55,0.04,0.7889118025443247,-2.120263536200091,14.0,56.0,0.9962,3.21,0.6,10.9,6
7.3,0.695,0.0,0.9166906518954819,-2.577021938695806,3.0,13.0,0.998,3.49,0.52,9.2,5
8.0,0.71,0.0,0.9558959864665145,-2.513306124309698,11.0,34.0,0.9976,3.44,0.53,9.5,5
7.8,0.5,0.17,0.4706284340145776,-2.488914671185539,21.0,102.0,0.996,3.39,0.48,9.5,5
9.0,0.62,0.04,0.642380063506292,-1.9173226922034008,27.0,90.0,0.9984,3.16,0.7,9.4,5
8.2,1.33,0.0,0.5312163134137247,-2.501036031717884,3.0,12.0,0.9964,3.53,0.49,10.9,5
8.1,1.33,0.0,0.588342066193819,-2.488914671185539,3.0,12.0,0.9964,3.54,0.48,10.9,5
8.0,0.59,0.16,0.588342066193819,-2.7181005369557116,3.0,16.0,0.9962,3.42,0.92,10.5,7
6.1,0.38,0.15,0.588342066193819,-2.617295837833746,6.0,19.0,0.9955,3.42,0.57,9.4,5
8.0,0.745,0.56,0.6936470556015963,-2.1286317858706076,30.0,134.0,0.9968,3.24,0.66,9.4,5
5.6,0.5,0.09,0.8333438110532287,-2.995732273553991,17.0,99.0,0.9937,3.63,0.63,13.0,5
5.6,0.5,0.09,0.8333438110532287,-2.995732273553991,17.0,99.0,0.9937,3.63,0.63,13.0,5
6.6,0.5,0.01,0.40613155265132483,-2.796881414808826,17.0,26.0,0.9952,3.4,0.58,9.8,6
7.9,1.04,0.05,0.7889118025443247,-2.4651040224918206,13.0,29.0,0.9959,3.22,0.55,9.9,6
8.4,0.745,0.11,0.642380063506292,-2.396895772465287,16.0,63.0,0.9965,3.19,0.82,9.6,5
8.3,0.715,0.15,0.588342066193819,-2.4079456086518722,10.0,52.0,0.9968,3.23,0.77,9.5,5
7.2,0.415,0.36,0.6936470556015963,-2.501036031717884,13.0,45.0,0.9972,3.48,0.64,9.2,5
7.8,0.56,0.19,0.7424134218628634,-2.501036031717884,15.0,105.0,0.9962,3.33,0.54,9.5,5
7.8,0.56,0.19,0.6936470556015963,-2.501036031717884,17.0,108.0,0.9962,3.32,0.54,9.5,5
8.4,0.745,0.11,0.642380063506292,-2.396895772465287,16.0,63.0,0.9965,3.19,0.82,9.6,5
8.3,0.715,0.15,0.588342066193819,-2.4079456086518722,10.0,52.0,0.9968,3.23,0.77,9.5,5
5.2,0.34,0.0,0.588342066193819,-2.975929646257811,27.0,63.0,0.9916,3.68,0.79,14.0,6
6.3,0.39,0.08,0.5312163134137247,-2.703062659591171,3.0,20.0,0.9954,3.34,0.58,9.4,5
5.2,0.34,0.0,0.588342066193819,-2.975929646257811,27.0,63.0,0.9916,3.68,0.79,14.0,6
8.1,0.67,0.55,0.588342066193819,-2.137070654516472,32.0,141.0,0.9968,3.17,0.62,9.4,5
5.8,0.68,0.02,0.588342066193819,-2.430418464503931,21.0,94.0,0.9944,3.54,0.52,10.0,5
7.6,0.49,0.26,0.4706284340145776,-1.439695137847006,10.0,88.0,0.9968,3.11,0.8,9.3,5
6.9,0.49,0.1,0.8333438110532287,-2.5902671654458267,12.0,30.0,0.9959,3.42,0.58,10.2,6
8.2,0.4,0.44,1.0299764962779714,-2.4079456086518722,11.0,43.0,0.9975,3.53,0.61,10.5,6
7.3,0.33,0.47,0.7424134218628634,-2.551046452292545,5.0,11.0,0.9958,3.33,0.53,10.3,6
7.5,0.6,0.03,0.588342066193819,-2.3434070875143007,25.0,99.0,0.995,3.35,0.54,10.1,5
7.5,0.6,0.03,0.588342066193819,-2.3434070875143007,25.0,99.0,0.995,3.35,0.54,10.1,5
7.1,0.43,0.42,1.704929893893321,-2.6450754019408214,29.0,129.0,0.9973,3.42,0.72,10.5,5
7.1,0.43,0.42,1.704929893893321,-2.631089159966082,28.0,128.0,0.9973,3.42,0.71,10.5,5
7.1,0.43,0.42,1.704929893893321,-2.6450754019408214,29.0,129.0,0.9973,3.42,0.72,10.5,5
7.1,0.43,0.42,1.704929893893321,-2.631089159966082,28.0,128.0,0.9973,3.42,0.71,10.5,5
7.1,0.68,0.0,0.7889118025443247,-2.6036901857779675,12.0,22.0,0.9969,3.48,0.5,9.3,5
6.8,0.6,0.18,0.642380063506292,-2.5257286443082556,18.0,86.0,0.9968,3.59,0.57,9.3,6
7.6,0.95,0.03,0.6936470556015963,-2.396895772465287,7.0,20.0,0.9959,3.2,0.56,9.6,5
7.6,0.68,0.02,0.2631331995303682,-2.617295837833746,9.0,20.0,0.9965,3.17,1.08,9.2,4
7.8,0.53,0.04,0.5312163134137247,-2.563949857128453,17.0,31.0,0.9964,3.33,0.56,10.0,6
7.4,0.6,0.26,1.9880113250739486,-2.6450754019408214,36.0,121.0,0.9982,3.37,0.49,9.4,5
7.3,0.59,0.26,1.9742199052667297,-2.6450754019408214,35.0,121.0,0.9981,3.37,0.49,9.4,5
7.8,0.63,0.48,0.5312163134137247,-2.2926347621408776,14.0,96.0,0.9961,3.19,0.62,9.5,5
6.8,0.64,0.1,0.7424134218628634,-2.453407982728629,18.0,101.0,0.9956,3.34,0.52,10.2,5
7.3,0.55,0.03,0.4706284340145776,-2.617295837833746,17.0,42.0,0.9956,3.37,0.48,9.0,4
6.8,0.63,0.07,0.7424134218628634,-2.4079456086518722,11.0,44.0,0.9953,3.47,0.55,10.4,6
7.5,0.705,0.24,0.588342066193819,-1.018877320649256,15.0,63.0,0.9964,3.0,1.59,9.5,5
7.9,0.885,0.03,0.588342066193819,-2.8302178350764176,4.0,8.0,0.9972,3.36,0.33,9.1,4
8.0,0.42,0.17,0.6936470556015963,-2.6036901857779675,6.0,18.0,0.9972,3.29,0.61,9.2,6
8.0,0.42,0.17,0.6936470556015963,-2.6036901857779675,6.0,18.0,0.9972,3.29,0.61,9.2,6
7.4,0.62,0.05,0.642380063506292,-2.6736487743848776,24.0,42.0,0.9961,3.42,0.57,11.5,6
7.3,0.38,0.21,0.6936470556015963,-2.513306124309698,7.0,35.0,0.9961,3.33,0.47,9.5,5
6.9,0.5,0.04,0.40613155265132483,-2.453407982728629,19.0,49.0,0.9958,3.35,0.78,9.5,5
7.3,0.38,0.21,0.6936470556015963,-2.513306124309698,7.0,35.0,0.9961,3.33,0.47,9.5,5
7.5,0.52,0.42,0.8333438110532287,-2.430418464503931,8.0,38.0,0.9972,3.58,0.61,10.5,6
7.0,0.805,0.0,0.9166906518954819,-2.6736487743848776,7.0,20.0,0.9969,3.48,0.56,9.6,5
8.8,0.61,0.14,0.8758853172391161,-2.6882475738060303,10.0,42.0,0.9969,3.19,0.59,9.5,5
8.8,0.61,0.14,0.8758853172391161,-2.6882475738060303,10.0,42.0,0.9969,3.19,0.59,9.5,5
8.9,0.61,0.49,0.6936470556015963,-1.305636458102436,23.0,110.0,0.9972,3.12,1.02,9.3,5
7.2,0.73,0.02,0.9166906518954819,-2.563949857128453,16.0,42.0,0.9972,3.44,0.52,9.3,5
6.8,0.61,0.2,0.588342066193819,-2.551046452292545,11.0,65.0,0.9971,3.54,0.58,9.3,5
6.7,0.62,0.21,0.642380063506292,-2.5257286443082556,8.0,62.0,0.997,3.52,0.58,9.3,6
8.9,0.31,0.57,0.6936470556015963,-2.1892564076870427,26.0,85.0,0.9971,3.26,0.53,9.7,5
7.4,0.39,0.48,0.6936470556015963,-2.488914671185539,14.0,67.0,0.9972,3.34,0.55,9.2,5
7.7,0.705,0.1,0.9558959864665145,-2.4651040224918206,9.0,26.0,0.9976,3.39,0.49,9.7,5
7.9,0.5,0.33,0.6936470556015963,-2.4651040224918206,15.0,143.0,0.9968,3.2,0.55,9.5,5
7.9,0.49,0.32,0.642380063506292,-2.488914671185539,17.0,144.0,0.9968,3.2,0.55,9.5,5
8.2,0.5,0.35,1.065055505139267,-2.551046452292545,21.0,127.0,0.9976,3.23,0.62,9.4,5
6.4,0.37,0.25,0.642380063506292,-2.5902671654458267,21.0,49.0,0.9974,3.57,0.62,9.8,6
6.8,0.63,0.12,1.3352641900071116,-2.3025850929940455,16.0,126.0,0.9969,3.28,0.61,9.5,5
7.6,0.55,0.21,0.7889118025443247,-2.631089159966082,7.0,28.0,0.9964,3.28,0.55,9.7,5
7.6,0.55,0.21,0.7889118025443247,-2.631089159966082,7.0,28.0,0.9964,3.28,0.55,9.7,5
7.8,0.59,0.33,0.6936470556015963,-2.5902671654458267,24.0,120.0,0.9968,3.25,0.54,9.4,5
7.3,0.58,0.3,0.8758853172391161,-2.5902671654458267,15.0,55.0,0.9968,3.46,0.59,10.2,5
11.5,0.3,0.6,0.6936470556015963,-2.6882475738060303,12.0,27.0,0.9981,3.11,0.97,10.1,6
5.4,0.835,0.08,0.18315454309784637,-3.0576076772720784,13.0,93.0,0.9924,3.57,0.85,13.0,7
6.9,1.09,0.06,0.7424134218628634,-2.7806208939370456,12.0,31.0,0.9948,3.51,0.43,11.4,4
9.6,0.32,0.47,0.3371862673548698,-2.864704011147587,9.0,24.0,0.99695,3.22,0.82,10.3,7
8.8,0.37,0.48,0.7424134218628634,-2.322787800311565,39.0,145.0,0.9975,3.04,1.03,9.3,5
6.8,0.5,0.11,0.40613155265132483,-2.577021938695806,16.0,49.0,0.99545,3.36,0.79,9.5,5
7.0,0.42,0.35,0.4706284340145776,-2.419118909249997,16.0,39.0,0.9961,3.34,0.55,9.2,5
7.0,0.43,0.36,0.4706284340145776,-2.4079456086518722,14.0,37.0,0.99615,3.34,0.56,9.2,6
12.8,0.3,0.74,0.9558959864665145,-2.3434070875143007,9.0,28.0,0.9994,3.2,0.77,10.8,7
12.8,0.3,0.74,0.9558959864665145,-2.3434070875143007,9.0,28.0,0.9994,3.2,0.77,10.8,7
7.8,0.57,0.31,0.588342066193819,-2.659260036932778,26.0,120.0,0.99625,3.29,0.53,9.3,5
7.8,0.44,0.28,0.9936220748104786,-2.2926347621408776,18.0,95.0,0.9966,3.22,0.67,9.4,5
11.0,0.3,0.58,0.7424134218628634,-2.900422093749666,7.0,19.0,0.998,3.31,0.88,10.5,7
9.7,0.53,0.6,0.6936470556015963,-3.2188758248682006,5.0,19.0,0.99585,3.3,0.86,12.4,6
8.0,0.725,0.24,1.0299764962779714,-2.4769384801388235,10.0,62.0,0.99685,3.35,0.56,10.0,6
11.6,0.44,0.64,0.7424134218628634,-2.8134107167600364,5.0,15.0,0.998,3.21,0.67,10.2,6
8.2,0.57,0.26,0.7889118025443247,-2.796881414808826,28.0,65.0,0.9959,3.3,0.43,10.1,5
7.8,0.735,0.08,0.8758853172391161,-2.375155785828881,10.0,41.0,0.9974,3.24,0.71,9.8,6
7.0,0.49,0.49,1.7229451532276951,-2.796881414808826,26.0,121.0,0.9974,3.34,0.76,10.5,5
8.7,0.625,0.16,0.6936470556015963,-2.2827824656978657,13.0,49.0,0.9962,3.14,0.57,11.0,5
8.1,0.725,0.22,0.7889118025443247,-2.617295837833746,11.0,41.0,0.9967,3.36,0.55,9.1,5
7.5,0.49,0.19,0.642380063506292,-2.563949857128453,10.0,44.0,0.9957,3.39,0.54,9.7,5
7.8,0.53,0.33,0.8758853172391161,-2.513306124309698,24.0,144.0,0.99655,3.3,0.6,9.5,5
7.8,0.34,0.37,0.6936470556015963,-2.488914671185539,24.0,58.0,0.9964,3.34,0.59,9.4,6
7.4,0.53,0.26,0.6936470556015963,-2.2827824656978657,16.0,72.0,0.9957,3.15,0.57,9.4,5
6.8,0.61,0.04,0.40613155265132483,-2.8473122684357177,5.0,10.0,0.99525,3.42,0.6,9.5,5
8.6,0.645,0.25,0.6936470556015963,-2.4769384801388235,8.0,28.0,0.99815,3.28,0.6,10.0,6
8.4,0.635,0.36,0.6936470556015963,-2.4079456086518722,15.0,55.0,0.99745,3.31,0.57,10.4,4
7.7,0.43,0.25,0.9558959864665145,-2.6036901857779675,29.0,63.0,0.99615,3.37,0.58,10.5,6
8.9,0.59,0.5,0.6936470556015963,-1.0847093834991182,27.0,81.0,0.9964,3.04,1.61,9.5,6
9.0,0.82,0.14,0.9558959864665145,-2.4079456086518722,9.0,23.0,0.9984,3.39,0.63,9.8,5
7.7,0.43,0.25,0.9558959864665145,-2.6036901857779675,29.0,63.0,0.99615,3.37,0.58,10.5,6
6.9,0.52,0.25,0.9558959864665145,-2.501036031717884,10.0,37.0,0.99685,3.46,0.5,11.0,5
5.2,0.48,0.04,0.4706284340145776,-2.900422093749666,19.0,106.0,0.9927,3.54,0.62,12.2,7
8.0,0.38,0.06,0.588342066193819,-2.5383074265151158,12.0,49.0,0.99625,3.37,0.52,9.9,6
8.5,0.37,0.2,1.0299764962779714,-2.396895772465287,18.0,58.0,0.998,3.34,0.7,9.6,6
6.9,0.52,0.25,0.9558959864665145,-2.501036031717884,10.0,37.0,0.99685,3.46,0.5,11.0,5
8.2,1.0,0.09,0.8333438110532287,-2.7181005369557116,7.0,37.0,0.99685,3.32,0.55,9.0,6
7.2,0.63,0.0,0.642380063506292,-2.322787800311565,14.0,38.0,0.99675,3.37,0.58,9.0,6
7.2,0.63,0.0,0.642380063506292,-2.322787800311565,14.0,38.0,0.99675,3.37,0.58,9.0,6
7.2,0.645,0.0,0.642380063506292,-2.322787800311565,15.0,39.0,0.99675,3.37,0.58,9.2,6
7.2,0.63,0.0,0.642380063506292,-2.322787800311565,14.0,38.0,0.99675,3.37,0.58,9.0,6
8.2,1.0,0.09,0.8333438110532287,-2.7181005369557116,7.0,37.0,0.99685,3.32,0.55,9.0,6
8.9,0.635,0.37,0.5312163134137247,-1.3318061758358208,5.0,62.0,0.9971,3.0,1.09,9.3,5
12.0,0.38,0.56,0.7424134218628634,-2.364460496712133,6.0,24.0,0.99925,3.14,0.71,10.9,6
7.7,0.58,0.1,0.588342066193819,-2.2730262907525014,28.0,109.0,0.99565,3.08,0.49,9.8,6
15.0,0.21,0.44,0.7889118025443247,-2.577021938695806,10.0,24.0,1.00005,3.07,0.84,9.2,7
15.0,0.21,0.44,0.7889118025443247,-2.577021938695806,10.0,24.0,1.00005,3.07,0.84,9.2,7
7.3,0.66,0.0,0.6936470556015963,-2.4651040224918206,6.0,23.0,0.9983,3.61,0.96,9.9,6
